sequence_id,frame_no,Animals - Bird,Animals - Other,Bicycle,Bus,Car,Cones,Construction Signs,Emergency Vehicle,Medium-sized Truck,Motorcycle,Motorized Scooter,Other Vehicle - Construction Vehicle,Other Vehicle - Pedicab,Other Vehicle - Uncommon,Pedestrian,Pedestrian with Object,Personal Mobility Device,Pickup Truck,Pylons,Road Barriers,Rolling Containers,Semi-truck,Signs,Temporary Construction Barriers,Towed Object,Train,Tram / Subway
001,15,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,16,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,17,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,18,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,19,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,20,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,21,0.0,0.0,0.0,0.0,100,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,22,0.0,0.0,0.0,0.0,100,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,23,0.0,0.0,0.0,0.0,100,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,24,0.0,0.0,0.0,0.0,100,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,25,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,26,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,27,0.0,0.0,0.0,0.0,98,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,28,0.0,0.0,0.0,0.0,97,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,29,0.0,0.0,0.0,0.0,96,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,30,0.0,0.0,0.0,0.0,96,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,31,0.0,0.0,0.0,0.0,95,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,32,0.0,0.0,0.0,0.0,92,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
001,33,0.0,0.0,0.0,0.0,89,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,34,0.0,0.0,0.0,0.0,86,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,35,0.0,0.0,0.0,0.0,85,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,36,0.0,0.0,0.0,0.0,84,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,37,0.0,0.0,0.0,0.0,83,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,38,0.0,0.0,0.0,0.0,83,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,39,0.0,0.0,0.0,0.0,83,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,40,0.0,0.0,0.0,0.0,81,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,41,0.0,0.0,0.0,0.0,80,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,42,0.0,0.0,0.0,0.0,80,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,43,0.0,0.0,0.0,0.0,80,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,44,0.0,0.0,0.0,0.0,80,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,45,0.0,0.0,0.0,0.0,79,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,46,0.0,0.0,0.0,0.0,79,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,47,0.0,0.0,0.0,0.0,77,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,48,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,49,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,50,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,51,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,52,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,53,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,54,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,55,0.0,0.0,0.0,0.0,77,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,56,0.0,0.0,0.0,0.0,77,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,57,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,58,0.0,0.0,0.0,0.0,76,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,59,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,60,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,61,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,62,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,63,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,64,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,65,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,66,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,67,0.0,0.0,0.0,0.0,75,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,68,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,69,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,70,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,71,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,72,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,73,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,74,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,75,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,76,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,77,0.0,0.0,0.0,0.0,74,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,78,0.0,0.0,0.0,0.0,72,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001,79,0.0,0.0,0.0,0.0,70,7.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
002,0,0.0,0.0,1.0,0.0,82,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,1,0.0,0.0,1.0,0.0,83,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,2,0.0,0.0,1.0,0.0,83,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,3,0.0,0.0,1.0,0.0,84,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,4,0.0,0.0,1.0,0.0,85,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,5,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,6,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,7,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,8,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,9,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,10,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,11,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,12,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,13,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,14,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,15,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,16,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,17,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,18,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,19,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,20,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,21,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,22,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,23,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,24,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,25,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,26,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,27,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,28,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,29,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,30,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,31,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,32,0.0,0.0,1.0,0.0,86,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,33,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,34,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,35,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,36,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,37,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,38,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,39,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,40,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,41,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
002,42,0.0,0.0,1.0,0.0,87,4.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
