sequence_id,frame_no,0,Smoke,Exhaust,Spray or rain,Reflection,Vegetation,Ground,Road,Lane Line Marking,Stop Line Marking,Other Road Marking,Sidewalk,Driveway,Car,Pickup Truck,Medium-sized Truck,Semi-truck,Towed Object,Motorcycle,Other Vehicle - Construction Vehicle,Other Vehicle - Uncommon,Other Vehicle - Pedicab,Emergency Vehicle,Bus,Personal Mobility Device,Motorized Scooter,Bicycle,Train,Tram / Subway,Pedestrian,Pedestrian with Object,Animals - Bird,Animals - Other,Pylons,Road Barriers,Signs,Cones,Construction Signs,Temporary Construction Barriers,Rolling Containers,Building,Other Static Object
001,13,0.0,0.0,0.0,0.0,783,35037,1566.0,53000,683.0,243.0,624.0,5853,0.0,20523,3675.0,0.0,1.0,40.0,94.0,362.0,812.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,1836.0,22.0,459.0,0.0,0.0,31419,11755
001,14,0.0,0.0,0.0,0.0,788,35604,1439.0,53780,672.0,240.0,610.0,6111,0.0,20759,3543.0,0.0,0.0,43.0,88.0,357.0,726.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,1836.0,21.0,453.0,0.0,0.0,30810,11765
001,15,0.0,0.0,0.0,0.0,810,37677,1329.0,53382,690.0,216.0,768.0,6309,0.0,20949,3517.0,0.0,0.0,41.0,83.0,351.0,743.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,1782.0,21.0,420.0,0.0,0.0,30304,11635
001,16,0.0,0.0,0.0,0.0,792,38298,1190.0,52222,691.0,231.0,821.0,6674,0.0,21060,3451.0,0.0,0.0,42.0,82.0,351.0,780.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,1683.0,17.0,469.0,0.0,0.0,29451,11426
001,17,0.0,0.0,0.0,0.0,776,39648,1175.0,51459,713.0,239.0,923.0,6972,0.0,21310,3266.0,0.0,0.0,44.0,83.0,350.0,838.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,1561.0,20.0,475.0,0.0,0.0,28815,10951
001,18,0.0,0.0,0.0,0.0,758,40532,1173.0,50949,695.0,268.0,920.0,7355,0.0,21462,2850.0,0.0,0.0,47.0,79.0,355.0,805.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,1668.0,22.0,434.0,0.0,0.0,28865,10735
001,19,0.0,0.0,0.0,0.0,755,41524,1199.0,51903,733.0,281.0,1206.0,8241,0.0,21619,2548.0,0.0,0.0,42.0,76.0,352.0,765.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,1785.0,23.0,378.0,0.0,0.0,28610,10794
001,20,0.0,0.0,0.0,0.0,820,40933,1205.0,51978,735.0,273.0,1182.0,8966,0.0,21341,2324.0,0.0,0.0,41.0,83.0,357.0,764.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,1866.0,30.0,341.0,0.0,0.0,28669,10511
001,21,5.0,0.0,0.0,0.0,818,41638,1136.0,50899,777.0,245.0,1349.0,9431,0.0,21298,2105.0,0.0,6.0,41.0,75.0,348.0,687.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,1876.0,34.0,283.0,0.0,0.0,29001,10659
001,22,0.0,0.0,0.0,0.0,835,42584,1149.0,50091,768.0,211.0,1553.0,10085,0.0,21205,1880.0,0.0,10.0,43.0,77.0,400.0,658.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,1902.0,35.0,239.0,0.0,0.0,28208,10560
001,23,0.0,0.0,0.0,0.0,793,43825,1145.0,49825,799.0,183.0,2005.0,10679,0.0,21350,1794.0,0.0,12.0,42.0,68.0,449.0,620.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,1877.0,54.0,233.0,0.0,0.0,27839,10704
001,24,0.0,0.0,0.0,0.0,833,42739,1309.0,49024,900.0,124.0,2237.0,11055,0.0,21601,1776.0,0.0,7.0,43.0,69.0,504.0,586.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,1799.0,55.0,224.0,0.0,0.0,27331,10491
001,25,0.0,0.0,0.0,0.0,829,42906,1331.0,47573,1024.0,59.0,2714.0,11228,0.0,21745,1858.0,0.0,0.0,43.0,71.0,548.0,546.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,1725.0,52.0,268.0,0.0,0.0,27433,10517
001,26,0.0,0.0,1.0,0.0,863,43464,1381.0,47095,1172.0,67.0,1463.0,11432,0.0,21688,2003.0,0.0,0.0,42.0,69.0,611.0,532.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,1662.0,47.0,251.0,0.0,0.0,27773,10452
001,27,0.0,0.0,0.0,0.0,818,44969,1374.0,45222,1182.0,78.0,1710.0,11519,0.0,21617,2141.0,0.0,0.0,45.0,68.0,637.0,491.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1570.0,30.0,215.0,0.0,0.0,28505,10532
001,28,0.0,0.0,0.0,0.0,861,44448,1220.0,45305,1195.0,69.0,623.0,12042,0.0,21457,2173.0,0.0,0.0,43.0,62.0,651.0,438.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,1441.0,29.0,155.0,0.0,0.0,28602,10580
001,29,0.0,0.0,0.0,0.0,980,44953,1072.0,44779,1165.0,61.0,398.0,12746,0.0,21412,2216.0,0.0,0.0,45.0,65.0,699.0,457.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,1403.0,27.0,260.0,0.0,0.0,28553,10618
001,30,0.0,0.0,1.0,0.0,986,45385,1059.0,44271,1083.0,63.0,442.0,13133,0.0,21341,2178.0,0.0,0.0,11.0,66.0,692.0,437.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,1396.0,20.0,360.0,0.0,0.0,28439,10931
001,31,0.0,0.0,0.0,0.0,919,47200,1121.0,43860,1070.0,66.0,474.0,13446,0.0,21145,2109.0,0.0,0.0,19.0,71.0,692.0,438.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,1339.0,12.0,316.0,0.0,0.0,28814,11070
001,32,0.0,0.0,2.0,0.0,780,47794,1079.0,43085,1143.0,66.0,478.0,14093,0.0,21997,2015.0,0.0,5.0,20.0,66.0,631.0,455.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,1320.0,21.0,377.0,0.0,0.0,28732,9269
001,33,0.0,0.0,1.0,0.0,820,47489,1361.0,42546,1216.0,68.0,436.0,15242,0.0,22599,2025.0,0.0,0.0,0.0,63.0,612.0,464.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,1207.0,19.0,279.0,0.0,0.0,29137,8703
001,34,0.0,0.0,0.0,0.0,849,49351,1456.0,40675,1149.0,75.0,426.0,15245,0.0,22332,1965.0,0.0,0.0,0.0,58.0,612.0,442.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,1129.0,27.0,280.0,0.0,0.0,30197,8787
001,35,0.0,0.0,0.0,0.0,867,48619,1499.0,39616,1028.0,100.0,434.0,15394,0.0,21869,1935.0,0.0,0.0,0.0,63.0,622.0,402.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,990.0,42.0,247.0,0.0,0.0,31093,8405
001,36,0.0,0.0,0.0,0.0,837,48678,1462.0,38691,950.0,148.0,397.0,15832,0.0,20428,1779.0,0.0,0.0,0.0,58.0,623.0,393.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,857.0,47.0,233.0,0.0,0.0,32858,8074
001,37,0.0,0.0,0.0,0.0,780,48854,1677.0,38042,1036.0,162.0,328.0,15972,0.0,19270,1495.0,0.0,0.0,0.0,57.0,681.0,417.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,721.0,51.0,218.0,0.0,0.0,34583,7634
001,38,0.0,0.0,0.0,0.0,719,49226,2035.0,38018,1066.0,152.0,343.0,15565,0.0,18169,1209.0,0.0,0.0,0.0,58.0,758.0,405.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,796.0,35.0,223.0,0.0,0.0,35225,7708
001,39,0.0,0.0,0.0,0.0,728,49355,1409.0,37764,953.0,137.0,269.0,15787,0.0,18368,933.0,0.0,0.0,0.0,51.0,873.0,386.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,832.0,29.0,229.0,0.0,0.0,35584,7469
001,40,0.0,0.0,0.0,0.0,706,49544,1196.0,36803,804.0,140.0,334.0,15781,0.0,18890,684.0,0.0,0.0,0.0,48.0,1042.0,384.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,700.0,57.0,152.0,0.0,0.0,36560,7042
001,41,0.0,0.0,1.0,0.0,729,49810,1242.0,35870,748.0,143.0,331.0,15721,0.0,18466,517.0,0.0,0.0,0.0,44.0,1230.0,348.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,593.0,58.0,140.0,0.0,0.0,37147,6747
001,42,0.0,0.0,0.0,0.0,733,53038,1041.0,34828,759.0,125.0,418.0,15468,0.0,18369,472.0,0.0,0.0,0.0,44.0,1485.0,305.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,538.0,64.0,143.0,0.0,0.0,37936,5867
001,43,0.0,0.0,0.0,0.0,758,53799,841.0,34530,780.0,111.0,391.0,15493,0.0,17596,485.0,0.0,0.0,0.0,43.0,1724.0,263.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,499.0,86.0,90.0,0.0,0.0,38755,5751
001,44,0.0,0.0,0.0,0.0,747,54200,670.0,34334,779.0,110.0,356.0,15571,0.0,16313,478.0,0.0,0.0,0.0,39.0,1849.0,255.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,493.0,87.0,75.0,0.0,0.0,40132,5572
001,45,0.0,0.0,0.0,0.0,733,53985,541.0,34703,596.0,104.0,316.0,15652,0.0,15273,368.0,0.0,0.0,0.0,39.0,1968.0,264.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,498.0,75.0,38.0,0.0,0.0,41881,5450
001,46,0.0,0.0,0.0,0.0,814,55447,537.0,35235,417.0,101.0,263.0,15434,0.0,14114,324.0,0.0,0.0,0.0,38.0,2046.0,258.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,476.0,68.0,22.0,0.0,0.0,42890,5054
001,47,0.0,0.0,0.0,0.0,772,54564,549.0,34978,396.0,83.0,117.0,14843,0.0,13972,314.0,0.0,0.0,0.0,37.0,2106.0,244.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,445.0,82.0,5.0,0.0,0.0,43756,4777
001,48,0.0,0.0,0.0,0.0,784,54646,538.0,34692,312.0,74.0,180.0,14450,0.0,14335,256.0,0.0,0.0,0.0,35.0,2212.0,261.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,448.0,88.0,18.0,0.0,0.0,45171,4225
001,49,0.0,0.0,0.0,0.0,752,53482,608.0,34751,330.0,68.0,187.0,14168,0.0,14545,105.0,0.0,0.0,0.0,33.0,2264.0,263.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,414.0,76.0,93.0,0.0,0.0,46251,4445
001,50,0.0,0.0,0.0,0.0,786,52257,503.0,35006,372.0,58.0,206.0,14480,0.0,14990,37.0,0.0,0.0,0.0,36.0,2272.0,232.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,424.0,89.0,112.0,0.0,0.0,47153,4443
001,51,0.0,0.0,0.0,0.0,808,47797,303.0,35007,424.0,43.0,159.0,14603,0.0,15494,34.0,0.0,0.0,0.0,32.0,2255.0,188.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,415.0,74.0,116.0,0.0,0.0,49210,4759
001,52,0.0,0.0,0.0,0.0,801,46235,321.0,34647,356.0,42.0,215.0,14560,0.0,16620,97.0,0.0,0.0,0.0,31.0,2308.0,174.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,412.0,76.0,173.0,0.0,0.0,51338,4676
001,53,0.0,0.0,0.0,0.0,798,45811,297.0,34354,311.0,41.0,196.0,14175,0.0,17154,93.0,0.0,0.0,0.0,28.0,2468.0,167.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,372.0,95.0,166.0,0.0,0.0,52403,4546
001,54,0.0,0.0,0.0,0.0,807,46107,247.0,34815,325.0,41.0,124.0,13680,0.0,17093,95.0,0.0,0.0,0.0,28.0,2568.0,155.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,371.0,109.0,168.0,0.0,0.0,53598,4997
001,55,0.0,0.0,0.0,0.0,690,45073,252.0,35837,349.0,34.0,116.0,12974,0.0,16568,108.0,0.0,0.0,0.0,29.0,2900.0,168.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,322.0,162.0,184.0,0.0,0.0,53483,4925
001,56,0.0,0.0,0.0,0.0,684,46282,206.0,37118,250.0,35.0,96.0,12117,0.0,16086,51.0,0.0,0.0,0.0,28.0,3263.0,132.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,307.0,194.0,195.0,0.0,0.0,52488,5188
001,57,0.0,0.0,0.0,0.0,716,44890,285.0,37960,288.0,24.0,76.0,11608,0.0,15588,43.0,0.0,0.0,0.0,26.0,3338.0,128.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,300.0,208.0,193.0,0.0,0.0,53485,5241
001,58,0.0,0.0,0.0,0.0,796,42130,171.0,38017,276.0,22.0,70.0,11642,0.0,15788,25.0,0.0,0.0,0.0,25.0,3253.0,108.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,277.0,185.0,194.0,0.0,0.0,56714,5680
001,59,0.0,0.0,0.0,0.0,855,39893,157.0,37729,288.0,23.0,62.0,11765,0.0,15742,18.0,0.0,0.0,0.0,26.0,3132.0,95.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,303.0,204.0,167.0,0.0,0.0,57270,6184
001,60,0.0,0.0,0.0,0.0,773,38934,157.0,37783,319.0,25.0,63.0,11713,0.0,15858,17.0,0.0,0.0,0.0,28.0,3026.0,111.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,305.0,211.0,167.0,0.0,0.0,58208,6766
001,61,0.0,0.0,4.0,0.0,790,35967,133.0,38379,341.0,17.0,62.0,11470,0.0,15874,12.0,0.0,0.0,0.0,26.0,2756.0,93.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,292.0,218.0,223.0,0.0,0.0,60659,7575
001,62,0.0,0.0,3.0,0.0,988,35447,159.0,38933,368.0,18.0,44.0,11924,0.0,16175,10.0,0.0,0.0,0.0,29.0,2522.0,76.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,300.0,241.0,215.0,0.0,0.0,63009,6072
001,63,0.0,0.0,3.0,0.0,969,33952,116.0,38946,419.0,15.0,50.0,11563,0.0,16980,9.0,0.0,0.0,0.0,24.0,2450.0,85.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,281.0,248.0,195.0,0.0,0.0,63387,5428
001,64,0.0,0.0,5.0,0.0,879,34189,86.0,38315,496.0,12.0,22.0,10665,0.0,18541,9.0,0.0,0.0,0.0,28.0,2535.0,71.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,281.0,205.0,251.0,0.0,0.0,62373,5989
001,65,0.0,0.0,1.0,0.0,782,33603,120.0,37044,584.0,16.0,37.0,9704,0.0,20307,7.0,0.0,0.0,0.0,24.0,2710.0,70.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,264.0,159.0,234.0,0.0,0.0,62491,6439
001,66,0.0,0.0,0.0,0.0,857,34503,71.0,36158,605.0,11.0,14.0,9483,0.0,21734,8.0,0.0,0.0,0.0,22.0,2809.0,53.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,235.0,124.0,218.0,0.0,0.0,62936,5324
001,67,0.0,0.0,0.0,0.0,757,33387,52.0,35091,637.0,11.0,22.0,7390,0.0,20973,6.0,0.0,0.0,0.0,19.0,2893.0,41.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,277.0,79.0,179.0,0.0,0.0,62386,5316
001,68,0.0,0.0,2.0,0.0,779,33567,31.0,35192,666.0,9.0,38.0,6890,0.0,18196,3.0,0.0,0.0,0.0,21.0,2867.0,37.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,271.0,63.0,167.0,0.0,0.0,61412,5640
001,69,0.0,0.0,0.0,0.0,929,35822,57.0,35266,756.0,10.0,27.0,6613,0.0,17378,6.0,0.0,0.0,0.0,20.0,2952.0,31.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,285.0,57.0,149.0,0.0,0.0,60368,5720
001,70,0.0,0.0,0.0,0.0,775,37082,41.0,36482,764.0,12.0,15.0,6263,0.0,17464,4.0,0.0,0.0,0.0,21.0,3175.0,29.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,284.0,56.0,165.0,0.0,0.0,58323,5699
001,71,0.0,0.0,0.0,0.0,827,39640,65.0,36832,634.0,9.0,25.0,6644,0.0,19194,3.0,0.0,0.0,0.0,22.0,3441.0,36.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,273.0,57.0,172.0,0.0,0.0,56205,5702
001,72,0.0,0.0,0.0,0.0,837,42424,60.0,36356,638.0,8.0,39.0,7816,0.0,21412,2.0,0.0,0.0,0.0,19.0,3618.0,32.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,264.0,68.0,193.0,0.0,0.0,53582,5387
001,73,0.0,0.0,1.0,0.0,825,44784,51.0,34820,673.0,6.0,19.0,7605,0.0,24448,3.0,0.0,0.0,0.0,19.0,3843.0,28.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,237.0,62.0,199.0,0.0,0.0,51344,4737
001,74,0.0,0.0,0.0,0.0,811,44244,31.0,33174,800.0,6.0,12.0,5895,0.0,26110,3.0,0.0,0.0,0.0,21.0,3908.0,23.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,232.0,65.0,195.0,0.0,0.0,49480,4609
001,75,0.0,0.0,0.0,0.0,795,44672,20.0,32821,753.0,4.0,10.0,4916,0.0,21773,4.0,0.0,0.0,0.0,20.0,4039.0,27.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,208.0,92.0,141.0,0.0,0.0,48352,4376
001,76,0.0,0.0,0.0,0.0,895,45528,18.0,34353,612.0,5.0,16.0,4373,0.0,21567,0.0,0.0,0.0,0.0,22.0,4197.0,21.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,197.0,101.0,166.0,0.0,0.0,47421,4146
001,77,0.0,0.0,3.0,0.0,868,46601,22.0,36066,653.0,2.0,9.0,4139,0.0,20917,0.0,0.0,0.0,0.0,20.0,4324.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,207.0,104.0,129.0,0.0,0.0,47678,4265
001,78,0.0,0.0,7.0,0.0,845,46658,24.0,37335,684.0,2.0,23.0,3857,0.0,21792,0.0,0.0,0.0,0.0,18.0,4349.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,184.0,115.0,146.0,0.0,0.0,47316,4390
001,79,0.0,0.0,7.0,0.0,815,47222,40.0,37381,669.0,3.0,14.0,3670,0.0,21380,0.0,0.0,0.0,0.0,19.0,4385.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,174.0,132.0,201.0,0.0,0.0,46764,4378
